,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,Linear,RandomForest,GBR,DecisionTree,XGB
3324,-122.89,38.93,20,1214,247.0,504,223,2.7188,105700,<1H OCEAN,170194.8,161066.0,168264.35,137300.0,140596.05
9849,-121.89,36.6,40,626,164.0,337,150,2.7917,225000,<1H OCEAN,225450.78,239553.0,202648.13,178946.55,212682.66
3398,-118.31,34.26,34,1797,363.0,948,363,4.1339,187300,<1H OCEAN,237251.04,224404.0,234933.28,226591.39,204693.98
18061,-122.01,37.25,31,1574,193.0,551,191,10.2311,500001,<1H OCEAN,487213.15,500001.0,469443.26,499760.87,497042.41
5392,-118.37,34.04,43,888,170.0,514,161,3.1827,202800,<1H OCEAN,209540.77,372692.08,277133.3,378980.96,311358.81
14010,-117.19,32.76,52,1294,175.0,434,180,5.7914,500001,NEAR OCEAN,329546.45,351980.11,387520.52,176950.0,331933.62
2130,-119.71,36.8,17,2056,366.0,1259,367,3.9338,84700,INLAND,131634.77,125108.0,111904.87,146201.42,103449.16
13985,-117.28,34.68,28,1932,421.0,1156,404,1.8958,55600,INLAND,63744.82,84110.0,42159.35,85332.9,61171.84
16631,-120.84,35.32,15,2419,538.0,1279,522,3.4762,189600,NEAR OCEAN,242575.1,230343.0,252626.2,285062.66,193685.28
7145,-118.13,34.02,43,396,91.0,261,73,2.9044,172900,<1H OCEAN,192671.43,133755.0,195935.03,137552.94,156208.25
12209,-117.02,33.6,7,1972,352.0,964,317,3.244,337200,INLAND,110489.26,141255.0,107498.38,159988.92,134497.2
14957,-116.97,32.76,33,3071,466.0,1348,513,6.1768,228900,<1H OCEAN,316348.64,321855.04,283499.37,296000.0,272211.56
10707,-117.71,33.61,26,3046,726.0,888,663,2.6848,74100,<1H OCEAN,214505.67,154028.0,207235.81,148995.65,154635.14
1121,-121.58,39.79,19,2636,523.0,1184,465,2.7863,108600,INLAND,79936.76,98986.0,99713.9,91865.08,94131.05
5787,-118.24,34.15,19,4852,1465.0,3171,1332,2.5924,192900,<1H OCEAN,208682.85,221826.0,187289.88,230800.0,184372.48
19190,-122.68,38.44,29,2796,588.0,1346,562,2.9107,169700,<1H OCEAN,203437.35,169338.0,170574.36,161993.55,170088.42
8033,-118.14,33.84,43,2107,439.0,876,429,3.2024,339400,<1H OCEAN,227671.34,172412.0,218745.95,154055.96,227894.03
6083,-117.88,34.1,32,3357,621.0,1696,604,4.2685,216600,<1H OCEAN,233183.3,191712.01,227885.58,159772.0,219286.36
10450,-117.67,33.44,25,2994,519.0,903,410,6.6852,500001,<1H OCEAN,341678.53,305469.04,342652.37,275110.53,363992.0
17436,-120.47,34.64,16,1912,406.0,1009,417,3.4063,138000,NEAR OCEAN,244258.66,189171.0,225325.38,219295.33,138279.97
17088,-122.22,37.47,23,7740,1943.0,4124,1743,3.3268,322800,NEAR OCEAN,280086.43,333708.07,253467.34,285062.66,270814.44
491,-122.25,37.86,52,1709,318.0,719,295,5.0463,456300,NEAR BAY,302169.71,300589.02,298525.09,335787.92,294261.19
6888,-118.11,34.06,30,1547,436.0,1700,410,2.5488,187500,<1H OCEAN,152202.35,171537.0,162028.87,179949.3,167647.5
2530,-122.2,39.52,39,2551,482.0,1181,437,2.0625,63400,INLAND,92291.37,64798.0,76341.04,59333.33,55445.44
2470,-119.9,36.58,20,1935,363.0,1319,359,2.4814,74600,INLAND,86066.46,70521.0,63857.92,71933.33,71194.72
5617,-118.26,33.79,42,1162,264.0,1044,241,3.5488,205600,<1H OCEAN,217586.4,237486.0,183092.91,274732.69,169171.81
17182,-122.51,37.53,17,1574,262.0,672,241,7.2929,355800,NEAR OCEAN,370196.25,388359.26,390116.83,277280.0,386654.5
8438,-118.37,33.93,46,442,88.0,255,94,4.4474,246900,<1H OCEAN,266425.04,315403.01,324155.83,378980.96,302307.62
4990,-118.31,33.99,48,2235,433.0,1363,433,1.6559,101400,<1H OCEAN,154619.65,133948.0,170824.8,114761.98,109461.32
10831,-117.94,33.65,15,2016,443.0,1015,419,5.2732,209700,<1H OCEAN,272894.14,233182.0,257569.54,237522.89,245997.05
5475,-118.46,34.0,44,941,230.0,493,206,3.6458,325800,<1H OCEAN,239902.93,395992.22,301784.24,378980.96,345320.66
1765,-122.33,37.95,46,1543,339.0,777,322,4.0927,142600,NEAR BAY,259951.64,155843.0,216431.74,146496.77,168241.45
13334,-117.67,34.05,6,2833,628.0,1717,589,3.2062,167500,INLAND,120010.66,133804.0,133015.43,136219.72,134381.05
7048,-118.05,33.94,34,495,120.0,527,130,1.9453,149000,<1H OCEAN,140973.2,149311.0,136959.96,148730.68,129123.31
7510,-118.27,33.89,32,1969,397.0,1349,370,4.4659,138100,<1H OCEAN,243776.89,169743.0,200450.89,190835.07,180147.17
12204,-117.16,33.57,2,20391,3245.0,7132,2716,3.9443,187300,<1H OCEAN,234085.09,200136.03,209076.58,160146.15,191351.34
8913,-118.46,34.03,27,1965,631.0,1042,596,2.75,327300,<1H OCEAN,215259.53,353682.04,292502.46,313746.91,331959.38
15769,-122.44,37.77,52,5604,1268.0,2023,1196,4.4085,400000,NEAR BAY,346891.95,482110.8,418956.14,476439.84,522541.22
851,-122.03,37.6,24,2077,383.0,1488,389,4.5721,214700,NEAR BAY,235165.92,216518.0,217380.52,255593.96,188089.14
9037,-117.96,34.71,32,3511,646.0,1733,510,3.46,123900,INLAND,141246.82,95805.0,109760.36,103547.83,99656.22
6058,-117.83,34.01,16,9446,1650.0,4911,1534,5.0111,212900,<1H OCEAN,236304.1,243546.0,247171.78,190356.46,241321.19
3975,-118.62,34.2,29,2421,402.0,1120,388,5.0309,244800,<1H OCEAN,272131.65,236780.0,258350.52,226591.39,248382.53
12797,-121.45,38.62,37,1534,315.0,1147,322,2.5643,59800,INLAND,99197.81,85401.0,83534.33,104911.48,90625.92
16758,-122.48,37.71,39,3615,632.0,1571,615,5.1149,314200,NEAR OCEAN,312674.77,349106.04,377466.73,416568.18,357039.84
9508,-123.22,39.15,45,1348,265.0,639,270,3.3667,115200,<1H OCEAN,224939.23,120911.0,156816.27,144291.67,113585.6
18293,-122.11,37.39,36,1660,261.0,655,249,6.3967,500001,NEAR BAY,341517.47,403681.17,377838.32,368750.0,431685.06
10542,-117.71,33.47,17,2681,454.0,830,410,5.5507,345700,<1H OCEAN,288465.59,309368.09,294596.83,320784.69,309415.84
7893,-118.07,33.87,18,3405,556.0,1945,509,5.7652,299100,<1H OCEAN,267203.58,286021.01,262438.53,237522.89,265011.34
771,-122.11,37.66,29,2544,643.0,2332,603,3.2091,150000,NEAR BAY,187214.02,191339.0,188946.84,236768.99,156880.78
6286,-117.93,34.04,30,1336,239.0,905,253,4.8854,178100,<1H OCEAN,245460.06,190621.0,226304.82,190356.46,197923.17
18198,-122.03,37.39,34,2600,650.0,1994,650,4.0223,250200,<1H OCEAN,249423.77,253640.01,238927.28,236768.99,228960.7
8530,-118.35,33.9,31,1547,,956,287,3.4698,225000,<1H OCEAN,218749.07,310287.1,288768.21,378980.96,291878.16
14284,-117.13,32.72,9,2436,720.0,1780,653,1.8299,137500,NEAR OCEAN,142284.58,157371.0,146025.37,125689.25,137439.92
9733,-121.66,36.82,17,3921,654.0,1895,641,5.0092,238700,<1H OCEAN,271969.31,257067.0,255909.43,255593.96,242442.19
6863,-118.13,34.05,35,3229,616.0,1879,595,3.9531,268400,<1H OCEAN,224826.63,206819.0,219626.95,154055.96,203897.16
4596,-118.28,34.05,41,1788,774.0,2931,702,1.4413,158900,<1H OCEAN,122451.2,233267.0,183799.19,219795.75,229060.47
6785,-118.17,34.1,25,4444,647.0,1922,652,8.058,477300,<1H OCEAN,374156.75,438180.37,417345.31,482488.25,425274.5
16230,-121.33,37.97,36,1953,492.0,999,371,2.0043,90800,INLAND,108292.06,84653.0,98436.55,74278.15,77712.82
14389,-117.23,32.74,16,1953,404.0,798,385,4.8167,169800,NEAR OCEAN,267306.83,300368.06,281362.95,236830.79,246031.11
13061,-121.29,38.6,29,1276,225.0,600,223,4.0938,109100,INLAND,154942.84,156018.0,151402.73,163773.72,144837.2
6260,-117.95,34.04,36,1044,200.0,982,205,4.7679,153900,<1H OCEAN,240340.89,172310.0,216095.4,190356.46,176780.34
9872,-121.83,36.61,26,3723,789.0,2563,747,3.4531,133100,<1H OCEAN,223367.52,192839.0,215192.66,236768.99,178095.33
20201,-119.21,34.26,26,2406,411.0,1313,391,4.9079,234100,NEAR OCEAN,275626.37,275256.03,259033.23,226591.39,227892.95
8489,-118.29,33.91,28,1501,446.0,1028,418,2.3043,177500,<1H OCEAN,175026.98,152985.0,188896.93,128692.59,151084.59
20476,-118.74,34.26,27,3467,545.0,1798,493,4.8717,204100,<1H OCEAN,252992.1,225903.0,235507.92,226591.39,207961.77
7419,-118.2,33.96,44,2144,477.0,1760,452,2.3221,161600,<1H OCEAN,164386.5,128625.0,139635.22,128692.59,115740.95
10821,-117.93,33.65,29,1253,375.0,1198,362,3.5179,225000,<1H OCEAN,206980.11,249009.02,177951.01,250676.0,202699.11
2590,-124.09,40.88,31,1982,495.0,1052,467,1.5326,74100,NEAR OCEAN,131910.35,73867.0,92863.01,77637.04,61835.0
12677,-121.39,38.56,19,8507,1470.0,3517,1453,4.3644,137400,INLAND,190367.35,150539.0,165272.98,163773.72,175582.81
13507,-117.33,34.13,30,2335,363.0,1214,311,2.2449,93200,INLAND,80622.25,96984.0,85996.96,110008.7,88456.02
20503,-118.75,34.33,27,534,85.0,243,77,8.2787,330000,<1H OCEAN,394656.1,441092.56,420144.33,439519.95,403655.25
7681,-118.1,33.93,36,1124,217.0,707,234,4.375,174500,<1H OCEAN,244589.22,214507.0,201435.6,217782.32,191821.0
3519,-118.49,34.25,33,2088,383.0,960,362,4.3333,232900,<1H OCEAN,248574.35,241342.01,249932.31,226591.39,231215.28
13198,-117.69,34.06,29,873,226.0,649,198,2.7986,114400,INLAND,122400.93,129992.0,119590.74,139760.0,119829.47
14755,-117.06,32.57,18,1384,311.0,1429,287,1.3362,95000,NEAR OCEAN,98948.16,92820.0,88949.28,114181.82,97887.75
3470,-118.46,34.29,24,3668,890.0,3151,810,3.0526,183300,<1H OCEAN,165128.62,186066.0,197258.59,207895.74,172673.66
20543,-121.74,38.55,33,6861,1820.0,3717,1767,1.7311,182600,INLAND,156918.8,105305.0,105227.44,90980.88,117858.61
12223,-116.89,33.73,15,2094,316.0,937,277,5.3623,201300,INLAND,190814.72,157671.0,171577.72,126214.29,178485.66
17655,-121.89,37.25,26,1741,323.0,1007,339,4.7069,234800,<1H OCEAN,263532.45,248115.0,244581.57,255593.96,226886.89
638,-122.15,37.72,31,1616,372.0,739,379,2.9097,210900,NEAR BAY,205614.46,139532.0,197490.39,178946.55,184960.83
20230,-119.29,34.26,32,3295,764.0,1344,600,3.6007,395500,NEAR OCEAN,266236.65,263096.0,288625.05,219295.33,258361.73
7568,-118.19,33.89,38,4018,986.0,3702,927,2.9293,113600,<1H OCEAN,171510.22,137787.0,176157.36,137552.94,133881.62
13289,-117.66,34.06,24,4043,952.0,2174,859,2.2244,114900,INLAND,119235.6,136946.0,133219.69,139760.0,131533.56
11616,-118.06,33.8,20,1379,333.0,937,304,3.6217,195300,<1H OCEAN,203023.16,207626.0,189649.11,190356.46,201544.7
6916,-118.0,33.95,35,1431,210.0,505,213,6.8109,401000,<1H OCEAN,340066.51,407179.33,379677.48,318171.43,415211.88
11179,-117.95,33.84,18,3418,815.0,1961,773,3.65,171400,<1H OCEAN,217023.68,181654.0,210090.59,190356.46,212802.72
10238,-117.88,33.9,21,3180,434.0,1413,391,6.5945,277300,<1H OCEAN,301206.53,306451.01,298734.57,326551.91,318073.03
6758,-118.12,34.11,48,2124,319.0,785,319,5.2131,359600,<1H OCEAN,292132.57,337895.08,324239.17,328708.33,326253.5
19461,-120.99,37.69,25,2773,384.0,1060,381,6.4788,199400,INLAND,257856.15,275744.0,255536.84,164060.0,261421.34
8444,-118.37,33.91,41,1869,427.0,1334,435,3.9355,227800,<1H OCEAN,242453.05,313616.0,282504.17,378980.96,267341.5
9763,-121.74,36.47,28,1973,343.0,970,349,4.25,279100,<1H OCEAN,266009.92,239147.0,238497.13,255593.96,245564.64
17073,-122.19,37.48,35,7067,1646.0,5380,1597,4.1776,265300,NEAR BAY,244449.02,318697.21,252970.84,255593.96,295855.53
15047,-116.95,32.78,20,3425,448.0,1489,443,6.2552,296400,<1H OCEAN,291431.91,286816.0,247396.89,260215.79,258937.58
10998,-117.8,33.76,27,2655,345.0,1017,335,6.9014,366800,<1H OCEAN,328080.72,333936.03,350549.14,313800.0,345686.47
2727,-115.54,32.79,23,1712,403.0,1370,377,1.275,60400,INLAND,25920.01,59880.0,51346.6,66616.67,52153.72
3767,-118.43,34.17,35,2922,507.0,1130,485,5.451,341800,<1H OCEAN,302200.65,276780.08,302555.4,259418.32,314872.22
16721,-120.69,35.49,16,2666,450.0,1203,429,4.1375,222400,<1H OCEAN,246938.43,230100.0,243998.32,255593.96,223247.91
8340,-118.32,33.94,37,2740,504.0,1468,479,4.5368,168800,<1H OCEAN,259211.87,234198.0,256159.32,190835.07,223049.47
16413,-121.18,37.96,35,411,74.0,193,59,2.5625,146900,INLAND,111676.42,110538.0,111982.1,156441.67,129681.21
16214,-121.33,37.96,42,1619,340.0,906,339,2.5488,80300,INLAND,128925.93,87442.0,93010.8,104911.48,89091.43
9236,-119.95,36.96,18,1996,379.0,1327,356,2.6087,96000,INLAND,80856.86,87323.0,75859.02,104445.9,81995.92
8931,-118.47,34.0,42,1271,301.0,574,312,3.1304,340500,<1H OCEAN,225613.12,407969.31,305630.91,378980.96,367771.81
2591,-124.09,40.88,26,2683,555.0,1353,526,2.4321,82100,NEAR OCEAN,155918.65,91836.0,82034.69,77637.04,73914.68
12199,-117.19,33.64,12,1481,265.0,757,243,3.235,210700,<1H OCEAN,157533.27,163550.02,179314.67,160146.15,165413.77
3359,-120.64,40.41,50,1741,424.0,987,383,1.5066,59300,INLAND,21473.03,64366.0,76425.16,59333.33,61536.23
17261,-119.72,34.42,52,1759,387.0,980,402,4.0125,261000,NEAR OCEAN,292313.55,301638.02,303114.96,219295.33,303731.09
2751,-115.49,32.69,17,1960,389.0,1691,356,1.899,64000,INLAND,29876.58,73283.0,48204.76,63440.35,62695.49
6755,-118.1,34.11,49,3367,523.0,1317,495,6.706,351400,<1H OCEAN,352481.19,430317.43,400152.24,499823.11,424840.75
19302,-122.82,38.39,32,1437,257.0,752,245,4.7422,240900,<1H OCEAN,266685.44,248853.0,215011.25,261234.29,232150.73
4105,-118.34,34.12,41,3257,679.0,1237,638,4.2415,409600,<1H OCEAN,277042.68,429283.39,340730.92,317937.58,382746.53
4977,-118.29,34.0,44,1753,387.0,1165,380,2.1354,105800,<1H OCEAN,170807.88,146252.0,176661.88,114761.98,120795.87
12824,-121.44,38.73,25,1287,224.0,727,236,4.7396,135500,INLAND,172763.57,165379.0,160893.61,215150.0,159940.17
14560,-117.22,32.83,31,3958,727.0,1924,728,5.4605,190200,NEAR OCEAN,302254.82,289666.11,300097.89,261817.65,318825.22
19106,-122.63,38.26,7,7808,1390.0,3551,1392,4.6069,202300,<1H OCEAN,259186.53,216727.0,238788.52,218292.59,218562.78
6604,-118.17,34.18,38,1280,231.0,828,237,4.375,166700,<1H OCEAN,238311.32,248966.0,201108.63,267529.6,231571.84
2549,-124.17,40.79,43,2285,479.0,1169,482,1.9688,70500,NEAR OCEAN,160894.77,81937.0,83011.89,77637.04,52208.05
4081,-118.37,34.15,29,2630,617.0,1071,573,3.3669,376100,<1H OCEAN,229753.1,271298.02,271783.78,208552.89,264131.75
3011,-118.93,34.82,24,806,168.0,323,136,3.5,113900,INLAND,161968.58,106401.0,109277.96,111616.67,102585.17
17094,-122.24,37.47,35,2283,491.0,1148,436,4.5556,318600,NEAR OCEAN,285269.82,345590.05,294444.92,255593.96,323130.91
15,-122.26,37.85,50,1120,283.0,697,264,2.125,140000,NEAR BAY,184685.93,157940.0,152303.37,134641.56,129370.69
6961,-118.04,33.99,36,3531,754.0,1613,697,3.2359,198600,<1H OCEAN,221733.2,198773.0,237479.36,190356.46,216138.25
10146,-117.92,33.92,19,2181,400.0,1272,337,5.1952,302100,<1H OCEAN,248022.07,245380.0,236044.23,237522.89,244854.25
12320,-116.51,33.89,21,1284,306.0,537,233,1.95,61000,INLAND,63643.14,85447.0,87267.18,85332.9,96210.18
11143,-117.94,33.84,25,4016,831.0,2166,774,3.1884,135400,<1H OCEAN,197324.86,191198.0,196679.98,190356.46,190964.34
18955,-122.07,38.24,15,7937,1635.0,4390,1567,3.5464,129800,INLAND,169521.36,150995.0,141573.07,146747.92,133141.72
5193,-118.25,33.93,42,657,147.0,526,132,2.5,110200,<1H OCEAN,178251.67,123174.01,151045.87,128692.59,111459.61
20397,-118.86,34.22,26,1932,280.0,886,289,5.0855,232200,<1H OCEAN,272406.61,250161.02,251845.33,259418.32,250306.98
12825,-121.47,38.72,26,1708,299.0,911,290,4.0227,99800,INLAND,147028.96,104920.0,122783.24,146201.42,131726.89
7546,-118.2,33.92,36,414,104.0,477,130,3.6719,130400,<1H OCEAN,216490.57,127044.0,201654.74,154055.96,141414.92
662,-122.13,37.7,21,4124,1054.0,2162,998,2.6321,223100,NEAR BAY,210095.94,167152.0,203351.86,178946.55,161738.12
18078,-122.01,37.27,28,3825,473.0,1415,480,10.675,500001,<1H OCEAN,498659.44,500001.0,468852.35,499760.87,495483.31
2619,-124.08,40.94,18,1550,345.0,941,335,2.3147,70100,NEAR OCEAN,133298.46,94781.0,76438.95,77637.04,67258.38
3409,-118.31,34.26,36,1882,453.0,1005,409,3.8,217100,<1H OCEAN,233095.94,214931.0,232002.8,208552.89,214424.09
15338,-117.29,33.2,16,2150,461.0,1428,407,2.4754,157300,NEAR OCEAN,146774.15,161271.0,154860.57,168772.6,121854.12
10468,-117.72,33.54,13,4866,812.0,1909,733,4.9821,244800,<1H OCEAN,258078.81,267038.04,242862.57,365840.0,276226.62
3509,-118.46,34.25,33,2202,433.0,1135,407,4.2143,224200,<1H OCEAN,242721.33,220691.0,248599.68,226591.39,222891.66
18819,-120.73,39.63,17,1791,356.0,432,190,3.8826,92400,INLAND,102943.11,121371.0,151863.6,121620.0,135702.5
19088,-122.54,38.36,40,2725,531.0,1167,458,3.7969,202800,<1H OCEAN,244201.3,206779.0,236801.76,189795.71,241131.53
3261,-122.91,39.17,44,202,42.0,142,39,4.35,68300,INLAND,205851.77,201824.0,154160.14,198485.71,129060.34
13561,-117.27,34.16,32,2894,427.0,1151,446,6.2236,159700,INLAND,250303.31,268386.02,251340.23,300425.12,233282.67
5238,-118.23,33.93,36,501,123.0,487,118,1.3,87000,<1H OCEAN,123625.07,93996.0,136099.64,114761.98,93325.31
13510,-117.34,34.13,29,331,85.0,341,107,0.7069,70300,INLAND,27085.42,110565.02,98360.28,85332.9,135009.09
8188,-118.13,33.79,29,2937,524.0,1132,528,4.6133,500001,NEAR OCEAN,272253.75,279642.05,273818.17,211720.0,309054.72
17448,-120.47,34.63,23,2441,463.0,1392,434,3.7917,142200,NEAR OCEAN,255944.83,166325.0,221785.08,219295.33,133381.25
19987,-119.32,36.2,25,1427,246.0,772,221,2.2262,64500,INLAND,80453.38,89630.0,65619.58,86808.33,73809.98
5380,-118.4,34.03,24,1101,318.0,491,287,3.2222,319400,<1H OCEAN,210159.62,373247.11,306876.75,378980.96,355862.0
3270,-122.99,39.02,14,1582,301.0,851,273,3.45,164100,<1H OCEAN,185575.11,124666.0,157714.52,106560.0,130064.23
11487,-117.99,33.72,14,2127,537.0,1338,475,3.628,188500,<1H OCEAN,204693.73,196691.0,216770.9,190356.46,205516.38
14047,-117.13,32.76,29,2568,682.0,1191,642,2.1094,162500,NEAR OCEAN,191670.09,162163.01,185059.93,125689.25,172217.61
13831,-117.23,34.51,9,5756,807.0,2158,758,5.5875,167800,INLAND,188609.42,200975.0,182453.35,213760.0,209910.42
15834,-122.44,37.75,52,2082,425.0,801,411,4.2708,368900,NEAR BAY,290273.17,495007.93,397386.0,476439.84,468234.19
19451,-121.02,37.68,28,2875,560.0,1608,558,3.5489,106400,INLAND,150905.73,129147.0,133850.74,127012.72,144974.95
11423,-117.97,33.71,26,2553,405.0,1337,411,5.3737,252900,<1H OCEAN,270896.53,232290.0,248827.28,237522.89,259744.94
20169,-119.3,34.42,18,5591,1042.0,2860,1026,3.5822,219900,NEAR OCEAN,229816.56,266417.05,267222.22,219295.33,284550.03
11093,-117.87,33.84,10,3381,729.0,1584,636,5.3812,235400,<1H OCEAN,272695.3,268795.0,257370.21,260198.65,265098.41
16178,-122.4,37.71,47,1649,328.0,1183,356,3.3625,223700,NEAR BAY,226696.8,271419.01,247932.32,265350.0,236334.02
19482,-120.98,37.66,33,1959,342.0,984,356,4.5208,114200,INLAND,191918.79,160954.0,160553.7,163773.72,162901.5
13802,-117.61,34.34,18,5210,912.0,1301,464,4.8623,176900,INLAND,204111.85,173683.0,188438.44,174972.86,206166.97
1295,-121.81,37.99,18,2807,445.0,1315,437,4.8194,170400,INLAND,197733.37,144644.0,164810.5,156793.75,163235.14
19172,-122.67,38.44,29,2551,448.0,1165,456,4.3587,196400,<1H OCEAN,250875.85,245204.0,223543.62,261234.29,238134.81
4618,-118.3,34.07,36,2657,738.0,2274,723,3.425,281700,<1H OCEAN,214320.58,363732.04,243007.74,398106.31,259587.55
2326,-119.71,36.81,19,2282,550.0,1034,500,1.6618,69700,INLAND,73288.57,80376.0,94809.75,59816.16,82174.33
17542,-121.88,37.34,44,1267,353.0,1018,327,2.4196,194400,<1H OCEAN,193548.07,180146.0,172764.75,187412.12,173032.28
15092,-116.93,32.81,18,2447,466.0,1573,472,2.6429,125400,<1H OCEAN,150570.88,143941.0,124962.48,144125.0,121779.98
19625,-121.01,37.33,17,1926,410.0,1054,321,1.6214,71500,INLAND,69529.91,108907.0,89087.24,105746.91,101171.92
9521,-123.2,39.13,26,1474,417.0,1065,401,1.375,84400,<1H OCEAN,129339.88,112168.0,103925.25,134641.56,73710.34
15610,-116.87,32.72,13,3268,491.0,1431,503,5.7652,259900,<1H OCEAN,273900.86,254669.0,234339.4,230077.78,230307.44
17177,-122.48,37.51,22,1564,278.0,761,270,4.7578,318500,NEAR OCEAN,275766.1,371571.11,301138.13,448883.5,358432.66
3619,-118.44,34.25,35,1583,324.0,1481,351,3.7,176000,<1H OCEAN,202972.89,164222.0,203052.62,208552.89,146398.72
17347,-120.33,34.87,24,2590,404.0,1093,338,3.9375,341200,<1H OCEAN,248856.71,214856.01,215122.99,208552.89,195647.41
8465,-118.34,33.91,8,3937,1404.0,2691,1142,2.4741,185700,<1H OCEAN,204791.82,176481.0,227508.25,128692.59,211792.27
9014,-118.68,34.08,18,102,17.0,55,21,3.9934,500001,NEAR OCEAN,225159.19,362843.2,323095.45,378980.96,336140.34
5285,-118.46,34.05,25,4077,1151.0,1719,1017,3.7721,337500,<1H OCEAN,283178.15,451914.32,347612.68,378980.96,456491.28
12249,-116.95,33.76,10,6890,1702.0,3141,1451,1.7079,95900,INLAND,116690.78,95809.0,93516.26,85332.9,94275.27
16539,-121.22,37.79,36,1052,221.0,712,212,1.7228,105000,INLAND,84036.0,77461.0,68634.26,100820.48,76393.55
7156,-118.15,34.04,44,647,142.0,457,143,3.6875,162500,<1H OCEAN,224603.39,150301.0,224193.83,154055.96,188885.5
10702,-117.7,33.6,26,2283,506.0,634,469,2.3774,74300,<1H OCEAN,186661.34,113878.0,204836.2,220371.91,152596.89
6676,-118.1,34.16,46,2863,513.0,1412,498,5.3272,330200,INLAND,252254.18,291790.0,255861.7,180266.67,268035.94
12820,-121.48,38.61,18,1511,315.0,1062,304,2.3438,89400,INLAND,72877.96,100821.0,77704.64,122125.81,110815.98
1275,-121.7,37.93,10,3258,612.0,1779,558,4.6587,152500,INLAND,182078.54,174402.0,151906.4,156793.75,160488.44
58,-122.28,37.82,52,1387,341.0,1074,304,1.2171,80300,NEAR BAY,144261.0,206544.13,138868.1,120507.89,120361.43
1316,-121.8,38.0,34,2738,475.0,1316,459,3.5368,122500,INLAND,168077.96,123419.0,125046.31,127012.72,124251.55
17629,-121.92,37.25,36,3874,656.0,1826,639,4.9662,258500,<1H OCEAN,289605.83,263695.0,266752.17,255593.96,249919.98
15659,-122.41,37.79,52,5783,2747.0,4518,2538,1.724,225000,NEAR BAY,341281.56,317291.15,294844.58,242987.62,308454.66
18491,-121.58,37.03,16,3120,685.0,2383,681,3.5551,198600,INLAND,157006.13,218588.0,135993.29,127012.72,202392.3
4686,-118.35,34.07,45,7803,2154.0,3359,2041,3.3594,287500,<1H OCEAN,348396.66,313276.08,301766.36,378980.96,334836.75
